Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
44440,44,Loire-Atlantique,Maison de Services au Public SIVOM du canton de Riaillé,182 Rue du Cèdre 44440 Riaillé,NR,NR,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.517779,-1.294659,182 Rue du Cèdre 44440 Riaillé,0.94,housenumber,44144_0190_00182,182,Rue du Cèdre,,44440,Riaillé,"44, Loire-Atlantique, Pays de la Loire",44144,,,
44450,44,Loire-Atlantique,Centre socio-culturel loire divatte,2 Route Félix Praud 44450 Saint-Julien-de-Concelles,02 40 36 87 76,http://assoloiredivatte.centres-sociaux.fr/,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.257174,-1.385145,2 Rue Felix Praud 44450 Saint-Julien-de-Concelles,0.84,housenumber,44169_0171_00002,2,Rue Felix Praud,,44450,Saint-Julien-de-Concelles,"44, Loire-Atlantique, Pays de la Loire",44169,,,
44450,44,Loire-Atlantique,Médiathèque Divatte-sur-Loire,LE CALVAIRE (Barbechat) 44450 Divatte-sur-Loire,02 40 33 37 93,http://www.mediatheque-divatte-sur-loire.fr/,NR,NR,NR,NR,NR,NR,gratuit,G,NR,NR,NR,,,47.275057,-1.281659,Le Calvaire 44450 Divatte-sur-Loire,0.74,street,44029_7zwxdz,,Le Calvaire,,44450,Divatte-sur-Loire,"44, Loire-Atlantique, Pays de la Loire",44029,44008,Barbechat,
44450,44,Loire-Atlantique,Le Passe Muraille,5 Rue des Heurthauds 44450 Saint-Julien-de-Concelles,02 40 36 50 00,https://www.mediatheque-le-passe-muraille.fr,NR,NR,Espace de lecture et de documentation ayant un service numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.252977,-1.386508,5 Rue des Heurthauds 44450 Saint-Julien-de-Concelles,0.95,housenumber,44169_0200_00005,5,Rue des Heurthauds,,44450,Saint-Julien-de-Concelles,"44, Loire-Atlantique, Pays de la Loire",44169,,,
44460,44,Loire-Atlantique,Médiathèque Saint Nicolas de Redon,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon,02 47 64 41 66,bénéficiaires minima sociaux et demandeurs d'emploi,NR,NR,Espace de lecture et d'animation comprenant un point d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,14€ annuel / gratuit : -18 ans,CondP,NR,NR,NR,,,47.644166,-2.07093,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon,0.94,housenumber,44185_0740_00002,2,Rue de Tabago,,44460,Saint-Nicolas-de-Redon,"44, Loire-Atlantique, Pays de la Loire",44185,,,
44460,44,Loire-Atlantique,Médiathèque d'Avessac,Rue de Plessé 44460 Avessac,02 47 65 24 12,NR,NR,NR,Espace de lecture et d'animation ponctuelle possédant un espace d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,14€ annuel / gratuit : -18 ans,CondP,bénéficiaires minima sociaux et demandeurs d'emploi,De,NR,,,47.65382,-1.988367,Rue de Plessé 44460 Avessac,0.94,street,44007_0166,,Rue de Plessé,,44460,Avessac,"44, Loire-Atlantique, Pays de la Loire",44007,,,
44480,44,Loire-Atlantique,Médiathèque Jules Verne,13 Rue René Laennec 44480 Donges,02 40 91 01 31,http://mediatheque.ville-donges.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.31913,-2.07477,13 Rue René Laënnec 44480 Donges,0.95,housenumber,44052_0600_00013,13,Rue René Laënnec,,44480,Donges,"44, Loire-Atlantique, Pays de la Loire",44052,,,
44490,44,Loire-Atlantique,Office de Tourisme,6 Rue du Pilori 44490 Le Croisic,02 40 23 00 70,http:/www.tourisme-lecroisic.fr/fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.2938,-2.510971,6 Rue du Pilori 44490 Le Croisic,0.95,housenumber,44049_8nhoyi_00006,6,Rue du Pilori,,44490,Le Croisic,"44, Loire-Atlantique, Pays de la Loire",44049,,,
44490,44,Loire-Atlantique,CCAS Le Croisic,3 Rue de la Duchesse Anne 44490 Le Croisic,02 28 56 79 00,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/par-types-de-lieu/service/centres-communaux-d-action-sociale-ccas/centre-communal-d-action-sociale-ccas-du-croisic-fr-t1_36195,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.294262,-2.513663,3 Rue de la Duchesse Anne 44490 Le Croisic,0.95,housenumber,44049_u8e1x3_00003,3,Rue de la Duchesse Anne,,44490,Le Croisic,"44, Loire-Atlantique, Pays de la Loire",44049,,,
44500,44,Loire-Atlantique,Office de Tourisme,8 Place de la Victoire 44500 La Baule-Escoublac,02 40 24 34 44,http://www.labaule-guerande.com,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.287084,-2.391093,Place de la Victoire 44500 La Baule-Escoublac,0.91,street,44055_3710,,Place de la Victoire,,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,
44500,44,Loire-Atlantique,Médiathèque Henri Queffelec,181 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac,02 40 24 18 81,http://www.labaule.fr/bibliotheque-henri-queffelec,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.284344,-2.402612,181 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac,0.95,housenumber,44055_2290_00181,181,Avenue du Maréchal de Lattre de Tassigny,,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,
44500,44,Loire-Atlantique,Pôle emploi,3 BIS Avenue des Noelles 44500 La Baule-Escoublac,0972 723 949,https://www.pole-emploi.fr/annuaire/la-baule-guerande-44016,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.291456,-2.394937,3 bis Avenue des Noëlles 44500 La Baule-Escoublac,0.95,housenumber,44055_2625_00003_bis,3 bis,Avenue des Noëlles,,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,
44510,44,Loire-Atlantique,Espace jeunes du Pouliguen,4 Rue Paul Lesage 44510 Le Pouliguen,06 15 20 96 05,https://www.annuaire-administration.com/cij/point-information-jeunesse-du-pouliguen-cij-44135-01.html,NR,NR,"Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,cotisation annuelle : 15€ pour les habitants / 20€ hors-commune,CondP,Espace jeunes à destination des 16-25 ans. Accès libre.,J,NR,,,47.275755,-2.431108,4 Rue Paul Lesage 44510 Le Pouliguen,0.95,housenumber,44135_0894_00004,4,Rue Paul Lesage,,44510,Le Pouliguen,"44, Loire-Atlantique, Pays de la Loire",44135,,,
44520,44,Loire-Atlantique,Bibliothèque La Meilleraye-de-Bretagne,72 Rue des Frères Temple 44520 La Meilleraye-de-Bretagne,02 28 50 44 78,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,Lieu de lecture et d'activités.,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.559804,-1.401778,72 Rue des Fréres Templé 44520 La Meilleraye-de-Bretagne,0.94,housenumber,44095_0065_00072,72,Rue des Fréres Templé,,44520,La Meilleraye-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44095,,,
44520,44,Loire-Atlantique,Blibliothèque Issé,2 Rue du Chêne Piraud 44520 Issé,02 40 55 17 56,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.622337,-1.452621,2 Rue du Chêne Piraud 44520 Issé,0.94,housenumber,44075_0341_00002,2,Rue du Chêne Piraud,,44520,Issé,"44, Loire-Atlantique, Pays de la Loire",44075,,,
44521,44,Loire-Atlantique,Bibliothèque La Forge aux livres,Rue Saint-Jéréme 44521 Couffé,02 40 96 37 28,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.391734,-1.291258,Rue Saint Jérôme 44521 Couffé,0.82,street,44048_0095,,Rue Saint Jérôme,,44521,Couffé,"44, Loire-Atlantique, Pays de la Loire",44048,,,
44521,44,Loire-Atlantique,Bibliothèque Moisdon-la-rivière,Place de l'église 44520 Moisdon-la-Rivière,02 40 07 59 88,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.621826,-1.372513,Place de l'Eglise 44520 Moisdon-la-Rivière,0.94,street,44099_0080,,Place de l'Eglise,,44520,Moisdon-la-Rivière,"44, Loire-Atlantique, Pays de la Loire",44099,,,
44522,44,Loire-Atlantique,Bibliothèque Les Milles et Une Pages,Boulevard des Arts/Rue des Arts 44522 Mésanger,02 40 96 86 87,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.433596,-1.232391,Boulevard des Arts 44522 Mésanger,0.68,street,44096_0023,,Boulevard des Arts,,44522,Mésanger,"44, Loire-Atlantique, Pays de la Loire",44096,,,
44530,44,Loire-Atlantique,Médiathèque de Sévérac,2 Rue de la Gagnerie 44530 Sévérac,02 40 88 73 23,http://www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-severac-2/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,Abonnement 11€ par an,CondP,NR,NR,NR,,,47.54841,-2.077494,2 Rue de la Gagnerie 44530 Sévérac,0.94,housenumber,44196_0035_00002,2,Rue de la Gagnerie,,44530,Sévérac,"44, Loire-Atlantique, Pays de la Loire",44196,,,
44530,44,Loire-Atlantique,Mission locale Saint-Gildas-des-bois,17 Rue des Forges 44530 Saint-Gildas-des-Bois,02 40 01 55 84,http://www.cc-paysdepontchateau.fr/contacts/mission-locale-rurale-du-sillon,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.513137,-2.039505,17 Rue des Forges 44530 Saint-Gildas-des-Bois,0.94,housenumber,44161_0108_00017,17,Rue des Forges,,44530,Saint-Gildas-des-Bois,"44, Loire-Atlantique, Pays de la Loire",44161,,,
44530,44,Loire-Atlantique,Médiathèque de Guenrouèt,12 Rue André Caux 44530 Guenrouet,02 40 87 80 06,http://www.guenrouet.fr/la-bibliotheque-intercommunale,NR,NR,NR,NR,NR,NR,gratuit,G,NR,NR,NR,,,47.51975,-1.955245,12 Rue André Caux 44530 Guenrouet,0.94,housenumber,44068_0014_00012,12,Rue André Caux,,44530,Guenrouet,"44, Loire-Atlantique, Pays de la Loire",44068,,,
44530,44,Loire-Atlantique,Relais CAF,4 Rue de la Roche Buttée 44530 Guenrouet,NR,https://www.maisondeservicesaupublic.fr/content/guenrouet-bureau-de-poste,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.519266,-1.954992,4 Rue de la Roche Buttée 44530 Guenrouet,0.94,housenumber,44068_0028_00004,4,Rue de la Roche Buttée,,44530,Guenrouet,"44, Loire-Atlantique, Pays de la Loire",44068,,,
44530,44,Loire-Atlantique,Bibliothèque de Saint Gildas des Bois,17 Rue des Forges 44530 Saint-Gildas-des-Bois,02 40 66 74 64,paysdepontchateau.fr/contacts/bibliotheque-de-st-gildas-des-bois,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.513137,-2.039505,17 Rue des Forges 44530 Saint-Gildas-des-Bois,0.94,housenumber,44161_0108_00017,17,Rue des Forges,,44530,Saint-Gildas-des-Bois,"44, Loire-Atlantique, Pays de la Loire",44161,,,
44530,44,Loire-Atlantique,Médiathèque de Drefféac,1 Rue des Saules 44530 Drefféac,02 40 17 60 54,www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-dreffeac-2,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.474681,-2.061063,1 Rue des Saules 44530 Drefféac,0.94,housenumber,44053_0122_00001,1,Rue des Saules,,44530,Drefféac,"44, Loire-Atlantique, Pays de la Loire",44053,,,
44530,44,Loire-Atlantique,Maison de service au public,Rue de la Roche Buttée 44530 Guenrouet,NR,NR,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.519588,-1.954758,Rue de la Roche Buttée 44530 Guenrouet,0.94,street,44068_0028,,Rue de la Roche Buttée,,44530,Guenrouet,"44, Loire-Atlantique, Pays de la Loire",44068,,,
44530,44,Loire-Atlantique,Maison de services au public,4 Rue de la Roche Buttée 44530 Guenrouet,NR,NR,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,NR,NR,NR,NR,NR,,,47.519266,-1.954992,4 Rue de la Roche Buttée 44530 Guenrouet,0.94,housenumber,44068_0028_00004,4,Rue de la Roche Buttée,,44530,Guenrouet,"44, Loire-Atlantique, Pays de la Loire",44068,,,
44540,44,Loire-Atlantique,Bibliothèque Les mots passants,18 Avenue Charles Henri de Cosse Brissac (Saint-Mars-la-Jaille) 44540 Vallons-de-l'Erdre,02 40 97 37 26,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.524988,-1.184543,18 Av C Henri de Cosse Brissac 44540 Vallons-de-l'Erdre,0.58,housenumber,44180_0131_00018,18,Av C Henri de Cosse Brissac,,44540,Vallons-de-l'Erdre,"44, Loire-Atlantique, Pays de la Loire",44180,44180,Saint-Mars-la-Jaille,
44550,44,Loire-Atlantique,Médiathèque Colette,Rue Jean Macé 44550 Saint-Malo-de-Guersac,02 40 91 10 21,http://mediatheque-colette.opac3d.fr/search.php?action=Accueil,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.35234,-2.17961,Rue Jean Macé 44550 Saint-Malo-de-Guersac,0.94,street,44176_0330,,Rue Jean Macé,,44550,Saint-Malo-de-Guersac,"44, Loire-Atlantique, Pays de la Loire",44176,,,
44550,44,Loire-Atlantique,Médiathèque municipale Barbara,7 Rue de Berry 44550 Montoir-de-Bretagne,02 40 70 11 51,http://www.mediatheque-montoir.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.32948,-2.15029,7 Rue du Berry 44550 Montoir-de-Bretagne,0.86,housenumber,44103_0160_00007,7,Rue du Berry,,44550,Montoir-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44103,,,
44550,44,Loire-Atlantique,CCAS Montoir-de Bretagne,65 Rue Jean Jaurès 44550 Montoir-de-Bretagne,02 40 45 45 08,http://www.montoirdebretagne.fr/Vivre-ensemble/L-action-sociale,Centre Communale d'Action Sociale,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.32703,-2.15035,65 Rue Jean Jaurès 44550 Montoir-de-Bretagne,0.95,housenumber,44103_0580_00065,65,Rue Jean Jaurès,,44550,Montoir-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44103,,,
44550,44,Loire-Atlantique,START'AIR Jeunes,3 Rue Pablo Neruda 44550 Montoir-de-Bretagne,02 40 45 11 92,http://www.startair.fr/montoir-de-bretagne,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.33089,-2.15318,3 Rue Pablo Néruda 44550 Montoir-de-Bretagne,0.95,housenumber,44103_0825_00003,3,Rue Pablo Néruda,,44550,Montoir-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44103,,,
44550,44,Loire-Atlantique,Start'Air Jeunes Saint-Malo-de-Guersac,52 Rue Aristide Briand 44550 Saint-Malo-de-Guersac,02 40 53 96 12,http://www.startair.fr/saint-malo-de-guersac,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,Habitant de Saint-Malo-de-Guersac : 7€ par an,CondP,NR,NR,NR,,,47.35308,-2.1751,52 Rue Aristide Briand 44550 Saint-Malo-de-Guersac,0.94,housenumber,44176_0040_00052,52,Rue Aristide Briand,,44550,Saint-Malo-de-Guersac,"44, Loire-Atlantique, Pays de la Loire",44176,,,
44560,44,Loire-Atlantique,Centre socioculturel intercommunal Espace multimédia ACCES CYB,33 Boulevard Dumesnildot 44560 Paimboeuf,NR,https://www.csc-mireillemoyon.fr/ateliers-de-loisirs/ateliers-tout-public.html,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,NR,NR,NR,NR,NR,,,47.286904,-2.031379,33 Boulevard Dumesnildot 44560 Paimbœuf,0.94,housenumber,44116_0150_00033,33,Boulevard Dumesnildot,,44560,Paimbœuf,"44, Loire-Atlantique, Pays de la Loire",44116,,,
44570,44,Loire-Atlantique,Cybercentre Trignac,9 Rue Jean Jaurès 44570 Trignac,NR,http://atlc-cybercentre-trignac.e-monsite.com/,NR,NR,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils",PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,"Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie",FoCo-FoIn-In-AcCo-AcIn-Au,12€ l'atelier + 8 € cotisation ATLC,CondP,NR,NR,NR,,,47.32049,-2.18734,9 Rue Jean Jaurès 44570 Trignac,0.95,housenumber,44210_0300_00009,9,Rue Jean Jaurès,,44570,Trignac,"44, Loire-Atlantique, Pays de la Loire",44210,,,
44570,44,Loire-Atlantique,cybercentre reseau cyber-base-trignac,9 Rue Jean Jaurès 44570 Trignac,O2 40 00 65 28,http://cybercentre-trignac/,NR,NR,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils",PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,"Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie",FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,,,47.32049,-2.18734,9 Rue Jean Jaurès 44570 Trignac,0.95,housenumber,44210_0300_00009,9,Rue Jean Jaurès,,44570,Trignac,"44, Loire-Atlantique, Pays de la Loire",44210,,,
44570,44,Loire-Atlantique,Médiathèque Municipale de Trignac,Rue Émile Combes 44570 Trignac,02 40 90 32 66,http://www.mairie-trignac.fr/contacts/mediatheque-municipale,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.32066,-2.18878,Rue Emile Combes 44570 Trignac,0.95,street,44210_0170,,Rue Emile Combes,,44570,Trignac,"44, Loire-Atlantique, Pays de la Loire",44210,,,
44570,44,Loire-Atlantique,Pôle emploi Trignac,7 Avenue Barbara 44570 Trignac,09 72 72 39 49,https://www.pole-emploi.fr/annuaire/trignac-44194,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.29428,-2.20627,Avenue Barbara 44570 Trignac,0.89,street,44210_0039,,Avenue Barbara,,44570,Trignac,"44, Loire-Atlantique, Pays de la Loire",44210,,,
44570,44,Loire-Atlantique,Start'Air Jeunes,Allée des Prunus 44570 Trignac,NR,NR,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.30144,-2.20107,Allée des Prunus 44570 Trignac,0.95,street,44210_0543,,Allée des Prunus,,44570,Trignac,"44, Loire-Atlantique, Pays de la Loire",44210,,,
44580,44,Loire-Atlantique,Maison de services au public,15 Rue de la Taillée (Bourgneuf-en-Retz) 44580 Villeneuve-en-Retz,NR,NR,NR,NR,"
Démarches administratives en ligne
Conseils",DeAd-Co,"Initiations
Accompagnements individuels
Autonomie",In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.042453,-1.954145,15 Rue de la Taillée 44580 Villeneuve-en-Retz,0.68,housenumber,44021_0480_00015,15,Rue de la Taillée,,44580,Villeneuve-en-Retz,"44, Loire-Atlantique, Pays de la Loire",44021,44021,Bourgneuf-en-Retz,
44590,44,Loire-Atlantique,Cyber-base emploi,14 Rue de la Garlais 44590 Derval,02 40 07 25 81,http://derval.cyber-base.org/,Communauté de communes du secteur de Derval,cybercentre@cc-derval.fr,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils",PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,"Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie",FoCo-FoIn-In-AcCo-AcIn-Au,Profil(s): Enfants Jeunes Etudiants Adultes Parents Seniors Demandeurs d’emploi Tarifs: Un abonnement annuel est nécessaire pour profiter des activités de l’espace avec une distinction géographique selon la résidence sur le territoire de la Communauté de,CondP,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,NR,,,47.668489,-1.670259,14 Rue de la Garlais 44590 Derval,0.94,housenumber,44051_0945_00014,14,Rue de la Garlais,,44590,Derval,"44, Loire-Atlantique, Pays de la Loire",44051,,,
